code,year,sectordeflator_VA_P,sectordeflator_GO_P,sectordeflator_II_P,IP_GFCF_market,deflator,_fillin
13-15,1971,,,,,.1692,0
13-15,1972,,,,,.18071,0
13-15,1973,,,,,.19492,0
13-15,1974,,,,,.21796,0
13-15,1975,.3219115628299895,.3196078840549103,.3205646895459345,,.24795,0
13-15,1976,.35655,.35399844,.3550582,,.27463,0
13-15,1977,.38939,.39342861,.39742722,,.29875,0
13-15,1978,.4346,.42427445,.4227349,.3951031196971334,.32648,0
13-15,1979,.48482,.46888894,.4654434,.4358744505676199,.36017,0
13-15,1980,.53674,.51897519,.51508991,.4960620120947767,.40227,0
13-15,1981,.57408,.56798795,.5689312000000001,.5597495450163303,.44932,0
13-15,1982,.6315500000000001,.63815557,.6446589500000001,.6326733277225651,.50367,0
13-15,1983,.70318,.70084392,.70409332,.6865399134403484,.5523,0
13-15,1984,.7744,.78245845,.7902328799999999,.7293136586108311,.59137,0
13-15,1985,.8652200000000001,.8435840899999999,.8407365,.7617239994968514,.62363,0
13-15,1986,.9794499999999999,.87296874,.84012619,.7895297251851026,.65524,0
13-15,1987,1.04457,.89573274,.8489230600000001,.8088940468781413,.67156,0
13-15,1988,1.07011,.9205958099999999,.8736443300000001,.8283280733226913,.69313,0
13-15,1989,1.08147,.94612796,.9037969300000001,.8498207447508541,.71599,0
13-15,1990,1.09562,.94699727,.9002126300000001,.8586975808085746,.73511,0
13-15,1991,1.11748,.94467936,.8899937,.8821211351241308,.754,0
13-15,1992,1.14121,.9416593799999999,.8781110599999999,.8771932681420896,.769,0
13-15,1993,1.13987,.9211934100000001,.85131258,.8696007063531881,.78161,0
13-15,1994,1.11384,.91859938,.8562994399999999,.8679314860560655,.78893,0
13-15,1995,1.10558,.93224602,.87710985,.8673846057345996,.79798,0
13-15,1996,1.09297,.9356631,.88574938,.8731732364327884,.80889,0
13-15,1997,1.0997,.95250489,.90590276,.8694265941298686,.81602,0
13-15,1998,1.09469,.95164633,.9063518,.8661622825628201,.82379,0
13-15,1999,1.09487,.94472491,.89727287,.8673886454625638,.8256,0
13-15,2000,1.02845,.9500795599999999,.92563185,.8940202939151136,.83834,0
13-15,2001,1.00242,.9628749000000001,.9513727299999999,.9037644157871479,.85512,0
13-15,2002,1.01898,.9654435100000001,.94931524,.910662003840373,.87283,0
13-15,2003,1.0406,.97714577,.9576077200000001,.9082883909713766,.88918,0
13-15,2004,1.02478,.96152136,.94197546,.9174186755616884,.90381,0
13-15,2005,.98177,.9511551699999999,.94296249,.9359927419758036,.92134,0
13-15,2006,.97175,1.00164239,1.01675002,.9617287901985674,.94126,0
13-15,2007,.96555,.99310424,1.00719228,.9772530754463074,.96539,0
13-15,2008,.9521299999999999,1.00174482,1.02518362,.9907554992518763,.98836,0
13-15,2009,.99896,.9925505200000001,.9899198300000001,.9949341121793988,.98931,0
13-15,2010,1,1,1,1,1,0
13-15,2011,.9378300000000001,1.02869058,1.07337687,1.017739101505978,1.00943,0
13-15,2012,.96336,1.05273473,1.09656277,1.028603410557745,1.02112,0
13-15,2013,.9876900000000001,1.06309821,1.09978144,1.032626183369822,1.02905,0
13-15,2014,.96265,1.07603192,1.13214654,1.031410048928839,1.03498,0
13-15,2015,.89658,1.07177862,1.16048693,1.030898669860722,1.04687,0
13-15,2016,.901264746050854,1.077378801419879,1.166550623772318,1.036285248272532,1.052340030670166,1
13-15,2017,.9059665478573877,1.082999371421128,1.172636393635502,1.041691437601208,1.057829976081848,1
13-15,2018,.914590856892702,1.093308936698429,1.183799254635929,1.051607773804305,1.067899942398071,1
13-15,2019,.9266555784370075,1.10773119752004,1.199415208222063,1.065479938465869,1.081987023353577,1
16-18,1952,,,,,,1
16-18,1953,,,,,,1
16-18,1954,,,,,,1
16-18,1955,,,,,,1
16-18,1956,,,,,,1
16-18,1957,,,,,,1
16-18,1958,,,,,,1
16-18,1959,,,,,,1
16-18,1960,,,,,,1
16-18,1961,,,,,,1
16-18,1962,,,,,,1
16-18,1963,,,,,,1
16-18,1964,,,,,,1
16-18,1965,,,,,,1
16-18,1966,,,,,,1
16-18,1967,,,,,,1
16-18,1968,,,,,,1
16-18,1969,,,,,,1
16-18,1970,,,,,.15977,0
16-18,1971,,,,,.1692,0
16-18,1972,,,,,.18071,0
16-18,1973,,,,,.19492,0
16-18,1974,,,,,.21796,0
16-18,1975,.3834679514255544,.3526691179514256,.3389197699577614,,.24795,0
16-18,1976,.42473,.39061714,.37538833,,.27463,0
16-18,1977,.44527,.41330281,.39912716,,.29875,0
16-18,1978,.47925,.43511391,.41531735,.3951031196971334,.32648,0
16-18,1979,.52411,.47994966,.46018314,.4358744505676199,.36017,0
16-18,1980,.58283,.54877631,.5335536599999999,.4960620120947767,.40227,0
16-18,1981,.66984,.61236556,.5871194200000001,.5597495450163303,.44932,0
16-18,1982,.7507699999999999,.6817449999999999,.65153368,.6326733277225651,.50367,0
16-18,1983,.8218000000000001,.73146708,.69238951,.6865399134403484,.5523,0
16-18,1984,.89964,.8087379699999999,.76902106,.7293136586108311,.59137,0
16-18,1985,.9782,.8625382700000001,.81290493,.7617239994968514,.62363,0
16-18,1986,1.0666,.8727191999999999,.79378298,.7895297251851026,.65524,0
16-18,1987,1.11508,.89169517,.80198026,.8088940468781413,.67156,0
16-18,1988,1.13521,.9184694600000001,.83093087,.8283280733226913,.69313,0
16-18,1989,1.16976,.96740178,.8844794500000001,.8498207447508541,.71599,0
16-18,1990,1.22374,.9731498399999999,.87268574,.8586975808085746,.73511,0
16-18,1991,1.26106,.9684611099999999,.8530767699999999,.8821211351241308,.754,0
16-18,1992,1.28556,.9657777900000001,.8408478700000001,.8771932681420896,.769,0
16-18,1993,1.27015,.92699719,.7945054399999999,.8696007063531881,.78161,0
16-18,1994,1.21741,.9400083600000001,.8304906200000001,.8679314860560655,.78893,0
16-18,1995,1.30696,1.02981593,.9192425799999999,.8673846057345996,.79798,0
16-18,1996,1.29557,.9857689700000001,.86415539,.8731732364327884,.80889,0
16-18,1997,1.27619,.97978141,.86303892,.8694265941298686,.81602,0
16-18,1998,1.28581,.9823854300000001,.8630558899999999,.8661622825628201,.82379,0
16-18,1999,1.26366,.97512384,.8613066,.8673886454625638,.8256,0
16-18,2000,1.31354,1.02157199,.9058960399999999,.8940202939151136,.83834,0
16-18,2001,1.28792,1.0329161,.9311707199999999,.9037644157871479,.85512,0
16-18,2002,1.28503,1.03018541,.92852721,.910662003840373,.87283,0
16-18,2003,1.24108,1.0212472,.9336280100000001,.9082883909713766,.88918,0
16-18,2004,1.20695,1.01475249,.9378543899999999,.9174186755616884,.90381,0
16-18,2005,1.17996,1.02007094,.95550488,.9359927419758036,.92134,0
16-18,2006,1.17534,1.0334188,.9752741500000001,.9617287901985674,.94126,0
16-18,2007,1.18883,1.04217167,.9823069800000001,.9772530754463074,.96539,0
16-18,2008,1.12974,1.03807471,.9990346800000001,.9907554992518763,.98836,0
16-18,2009,1.04285,.99160202,.9703909799999999,.9949341121793988,.98931,0
16-18,2010,1,1,1,1,1,0
16-18,2011,.99429,1.03529789,1.05391663,1.017739101505978,1.00943,0
16-18,2012,.9736400000000001,1.03108845,1.05783237,1.028603410557745,1.02112,0
16-18,2013,.94819,1.02340268,1.0592713,1.032626183369822,1.02905,0
16-18,2014,.92125,1.0240338,1.07405811,1.031410048928839,1.03498,0
16-18,2015,.92727,1.02486216,1.07218137,1.030898669860722,1.04687,0
16-18,2016,.9321151052561684,1.030217196869805,1.077783655840535,1.036285248272532,1.052340030670166,1
16-18,2017,.9369778500878002,1.035591729823179,1.083406337924005,1.041691437601208,1.057829976081848,1
16-18,2018,.9458973698620265,1.045450000124144,1.093719777301179,1.051607773804305,1.067899942398071,1
16-18,2019,.9583750677209885,1.059240935212698,1.108147457679999,1.065479938465869,1.081987023353577,1
19,1952,,,,,,1
19,1953,,,,,,1
19,1954,,,,,,1
19,1955,,,,,,1
19,1956,,,,,,1
19,1957,,,,,,1
19,1958,,,,,,1
19,1959,,,,,,1
19,1960,,,,,,1
19,1961,,,,,,1
19,1962,,,,,,1
19,1963,,,,,,1
19,1964,,,,,,1
19,1965,,,,,,1
19,1966,,,,,,1
19,1967,,,,,,1
19,1968,,,,,,1
19,1969,,,,,,1
19,1970,,,,,.15977,0
19,1971,,,,,.1692,0
19,1972,,,,,.18071,0
19,1973,,,,,.19492,0
19,1974,,,,,.21796,0
19,1975,.0864028511087645,.1099566655755016,.1099108729672651,,.24795,0
19,1976,.0957,.12178826,.12173754,,.27463,0
19,1977,.11338,.13960449,.13934142,,.29875,0
19,1978,.12396,.14850817,.14802785,.3951031196971334,.32648,0
19,1979,.15245,.17608281,.17512076,.4358744505676199,.36017,0
19,1980,.3234,.27070454,.26345196,.4960620120947767,.40227,0
19,1981,.55001,.36718783,.35118794,.5597495450163303,.44932,0
19,1982,.70514,.4295715,.4079045,.6326733277225651,.50367,0
19,1983,.81136,.45876251,.4329804,.6865399134403484,.5523,0
19,1984,.86405,.49386186,.46651548,.7293136586108311,.59137,0
19,1985,.7763899999999999,.5128026299999999,.48894876,.7617239994968514,.62363,0
19,1986,.37895,.32646557,.31549961,.7895297251851026,.65524,0
19,1987,.34236,.29439455,.28447519,.8088940468781413,.67156,0
19,1988,.28198,.27186561,.26423666,.8283280733226913,.69313,0
19,1989,.37327,.3187279,.30800732,.8498207447508541,.71599,0
19,1990,.43171,.35069913,.33793117,.8586975808085746,.73511,0
19,1991,.6023299999999999,.35317279,.33323861,.8821211351241308,.754,0
19,1992,.48461,.31470513,.29956432,.8771932681420896,.769,0
19,1993,.54314,.30861252,.29040503,.8696007063531881,.78161,0
19,1994,.46371,.28753156,.27268164,.8679314860560655,.78893,0
19,1995,.45963,.2850493,.27033434,.8673846057345996,.79798,0
19,1996,.48929,.320484,.30550709,.8731732364327884,.80889,0
19,1997,.57509,.34435724,.3258829,.8694265941298686,.81602,0
19,1998,.5057200000000001,.28151195,.26478906,.8661622825628201,.82379,0
19,1999,.36931,.33420258,.32542532,.8673886454625638,.8256,0
19,2000,.62536,.54167341,.52613365,.8940202939151136,.83834,0
19,2001,.26954,.48383306,.48875577,.9037644157871479,.85512,0
19,2002,.15001,.4607553,.47576642,.910662003840373,.87283,0
19,2003,.28462,.4757489,.48211447,.9082883909713766,.88918,0
19,2004,.50766,.55169967,.54872647,.9174186755616884,.90381,0
19,2005,.68082,.7020768599999999,.6962529399999999,.9359927419758036,.92134,0
19,2006,.42633,.7951140999999999,.81509254,.9617287901985674,.94126,0
19,2007,.60244,.8210923,.8291573200000001,.9772530754463074,.96539,0
19,2008,.71906,.9766063800000001,.9860670399999999,.9907554992518763,.98836,0
19,2009,.73649,.7318764600000001,.73170725,.9949341121793988,.98931,0
19,2010,1,1,1,1,1,0
19,2011,1.26623,1.24858853,1.24801434,1.017739101505978,1.00943,0
19,2012,1.71177,1.43505759,1.42657631,1.028603410557745,1.02112,0
19,2013,1.70837,1.31470571,1.30279812,1.032626183369822,1.02905,0
19,2014,1.03558,1.20996453,1.22933958,1.031410048928839,1.03498,0
19,2015,.11194,.96545292,1.02210985,1.030898669860722,1.04687,0
19,2016,.1125249009267802,.970497535934167,1.027450505695338,1.036285248272532,1.052340030670166,1
19,2017,.113111931302456,.9755605178023541,1.032810605116701,1.041691437601208,1.057829976081848,1
19,2018,.1141886953987029,.9848473235989662,1.042642400622332,1.051607773804305,1.067899942398071,1
19,2019,.1156950026213373,.9978388253544556,1.056396299580531,1.065479938465869,1.081987023353577,1
