code,year,sectordeflator_VA_P,sectordeflator_GO_P,sectordeflator_II_P,IP_GFCF_market,deflator,_fillin
29-30,1985,.6493899999999999,.68331968,.69193099,.7617239994968514,.62363,0
29-30,1986,.69884,.70746099,.70714697,.7895297251851026,.65524,0
29-30,1987,.7358899999999999,.7343843,.7305661499999999,.8088940468781413,.67156,0
29-30,1988,.76794,.76210483,.75670638,.8283280733226913,.69313,0
29-30,1989,.7706999999999999,.78474115,.78581154,.8498207447508541,.71599,0
29-30,1990,.81084,.8378265500000001,.84296656,.8586975808085746,.73511,0
29-30,1991,.85092,.8784409,.88356727,.8821211351241308,.754,0
29-30,1992,.8604900000000001,.89043277,.89631845,.8771932681420896,.769,0
29-30,1993,.9073699999999999,.89092698,.8803925300000001,.8696007063531881,.78161,0
29-30,1994,.8922,.9018573600000001,.9002974,.8679314860560655,.78893,0
29-30,1995,.86985,.9029271099999999,.9094888799999999,.8673846057345996,.79798,0
29-30,1996,.8656100000000001,.91501553,.92732193,.8731732364327884,.80889,0
29-30,1997,.8873099999999999,.91096981,.91426861,.8694265941298686,.81602,0
29-30,1998,.8796200000000001,.90396617,.90749903,.8661622825628201,.82379,0
29-30,1999,.86653,.90052512,.90693385,.8673886454625638,.8256,0
29-30,2000,.8976500000000001,.9231691,.9272199000000001,.8940202939151136,.83834,0
29-30,2001,.96429,.94334213,.93637601,.9037644157871479,.85512,0
29-30,2002,1.06977,.95937651,.9320840800000001,.910662003840373,.87283,0
29-30,2003,.9572799999999999,.93463533,.92995258,.9082883909713766,.88918,0
29-30,2004,.91744,.93451026,.93971387,.9174186755616884,.90381,0
29-30,2005,.9080800000000001,.94287601,.9526135600000001,.9359927419758036,.92134,0
29-30,2006,.92297,.95677053,.9662793000000001,.9617287901985674,.94126,0
29-30,2007,.93353,.97729259,.9893995,.9772530754463074,.96539,0
29-30,2008,.9580500000000001,.9910317200000001,1.00030998,.9907554992518763,.98836,0
29-30,2009,1.00715,.9980408199999999,.9956204599999999,.9949341121793988,.98931,0
29-30,2010,1,1,1,1,1,0
29-30,2011,.9601000000000001,1.00946695,1.02198041,1.017739101505978,1.00943,0
29-30,2012,1.02338,1.02486788,1.02493632,1.028603410557745,1.02112,0
29-30,2013,1.08404,1.03015445,1.0165207,1.032626183369822,1.02905,0
29-30,2014,1.08198,1.0343676,1.02202871,1.031410048928839,1.03498,0
29-30,2015,1.08844,1.0441573,1.03255708,1.030898669860722,1.04687,0
29-30,2016,1.09412723927769,1.049613156463054,1.037952323818523,1.036285248272532,1.052340030670166,1
29-30,2017,1.099835184088308,1.055088876063587,1.043367210102059,1.041691437601208,1.057829976081848,1
29-30,2018,1.110305017149939,1.065132748597749,1.053299498748384,1.051607773804305,1.067899942398071,1
29-30,2019,1.124951479838917,1.079183326430128,1.06719397960765,1.065479938465869,1.081987023353577,1
31-33,1952,,,,,,1
31-33,1953,,,,,,1
31-33,1954,,,,,,1
31-33,1955,,,,,,1
31-33,1956,,,,,,1
31-33,1957,,,,,,1
31-33,1958,,,,,,1
31-33,1959,,,,,,1
31-33,1960,,,,,,1
31-33,1961,,,,,,1
31-33,1962,,,,,,1
31-33,1963,,,,,,1
31-33,1964,,,,,,1
31-33,1965,,,,,,1
31-33,1966,,,,,,1
31-33,1967,,,,,,1
31-33,1968,,,,,,1
31-33,1969,,,,,,1
31-33,1970,,,,,.15977,0
31-33,1971,,,,,.1692,0
31-33,1972,,,,,.18071,0
31-33,1973,,,,,.19492,0
31-33,1974,,,,,.21796,0
31-33,1975,.5618623020063358,.4689179605596622,.4071727045406547,,.24795,0
31-33,1976,.62232,.5193746300000001,.45098544,,.27463,0
31-33,1977,.65144,.5541084399999999,.4883026,,.29875,0
31-33,1978,.6869499999999999,.5993011500000001,.5387710100000001,.3951031196971334,.32648,0
31-33,1979,.7309399999999999,.64495514,.58477616,.4358744505676199,.36017,0
31-33,1980,.79672,.71904136,.66245535,.4960620120947767,.40227,0
31-33,1981,.86295,.7894404,.73437646,.5597495450163303,.44932,0
31-33,1982,.9285599999999999,.8606710200000001,.80814818,.6326733277225651,.50367,0
31-33,1983,.9695999999999999,.9150832099999999,.8710884900000001,.6865399134403484,.5523,0
31-33,1984,1.01282,.95832419,.91404403,.7293136586108311,.59137,0
31-33,1985,1.04005,.98601353,.94186767,.7617239994968514,.62363,0
31-33,1986,1.08735,1.00432181,.93945036,.7895297251851026,.65524,0
31-33,1987,1.09212,1.00596375,.93890021,.8088940468781413,.67156,0
31-33,1988,1.08505,1.01604446,.96132006,.8283280733226913,.69313,0
31-33,1989,1.07964,1.03640155,1.0000045,.8498207447508541,.71599,0
31-33,1990,1.09714,1.05428354,1.01809175,.8586975808085746,.73511,0
31-33,1991,1.10098,1.06392068,1.03186019,.8821211351241308,.754,0
31-33,1992,1.0916,1.05830576,1.02918013,.8771932681420896,.769,0
31-33,1993,1.05838,1.02662937,.99887614,.8696007063531881,.78161,0
31-33,1994,1.01506,1.01141343,1.00628357,.8679314860560655,.78893,0
31-33,1995,.99355,.9964966900000001,.99641492,.8673846057345996,.79798,0
31-33,1996,.9761,.9896806499999999,.99807806,.8731732364327884,.80889,0
31-33,1997,.96071,.9718822500000001,.97839024,.8694265941298686,.81602,0
31-33,1998,.95158,.95265411,.9515085600000001,.8661622825628201,.82379,0
31-33,1999,.9341200000000001,.92684003,.91944216,.8673886454625638,.8256,0
31-33,2000,.9533,.9410024699999999,.9299042799999999,.8940202939151136,.83834,0
31-33,2001,.95426,.94734907,.9402203299999999,.9037644157871479,.85512,0
31-33,2002,.9521500000000001,.93846661,.92636441,.910662003840373,.87283,0
31-33,2003,.9416599999999999,.93439088,.9270377499999999,.9082883909713766,.88918,0
31-33,2004,.9182899999999999,.93789663,.9511503100000001,.9174186755616884,.90381,0
31-33,2005,.9072100000000001,.94838425,.97838657,.9359927419758036,.92134,0
31-33,2006,.91009,.9339379999999999,.95118574,.9617287901985674,.94126,0
31-33,2007,.92136,.9531564400000001,.97611989,.9772530754463074,.96539,0
31-33,2008,.92946,.9665297900000001,.99326607,.9907554992518763,.98836,0
31-33,2009,.9747100000000001,.97721583,.97906052,.9949341121793988,.98931,0
31-33,2010,1,1,1,1,1,0
31-33,2011,1.01314,1.01614758,1.01833379,1.017739101505978,1.00943,0
31-33,2012,1.03826,1.03189676,1.02699924,1.028603410557745,1.02112,0
31-33,2013,1.08617,1.04971758,1.02296535,1.032626183369822,1.02905,0
31-33,2014,1.11941,1.06124257,1.01868783,1.031410048928839,1.03498,0
31-33,2015,1.13961,1.0688953,1.0172287,1.030898669860722,1.04687,0
31-33,2016,1.145564609122458,1.074480415701277,1.022543851057508,1.036285248272532,1.052340030670166,1
31-33,2017,1.15154089719128,1.080085865134161,1.027878352986302,1.041691437601208,1.057829976081848,1
31-33,2018,1.162502940533463,1.090367695415447,1.037663196132915,1.051607773804305,1.067899942398071,1
31-33,2019,1.17783796620781,1.104751157186306,1.051351412479896,1.065479938465869,1.081987023353577,1
45,1952,,,,,,1
45,1953,,,,,,1
45,1954,,,,,,1
45,1955,,,,,,1
45,1956,,,,,,1
45,1957,,,,,,1
45,1958,,,,,,1
45,1959,,,,,,1
45,1960,,,,,,1
45,1961,,,,,,1
45,1962,,,,,,1
45,1963,,,,,,1
45,1964,,,,,,1
45,1965,,,,,,1
45,1966,,,,,,1
45,1967,,,,,,1
45,1968,,,,,,1
45,1969,,,,,,1
45,1970,,,,,.15977,0
45,1971,,,,,.1692,0
45,1972,,,,,.18071,0
45,1973,,,,,.19492,0
45,1974,,,,,.21796,0
45,1975,,,0,,.24795,0
45,1976,,,0,,.27463,0
45,1977,,,0,,.29875,0
45,1978,,.2659262949074049,.38766781,.3951031196971334,.32648,0
45,1979,,.29336766,.41238263,.4358744505676199,.36017,0
45,1980,,.32151588,.44947926,.4960620120947767,.40227,0
45,1981,,.35075072,.47976121,.5597495450163303,.44932,0
45,1982,,.37771834,.51198985,.6326733277225651,.50367,0
45,1983,,.40851614,.54994004,.6865399134403484,.5523,0
45,1984,,.43570124,.60209223,.7293136586108311,.59137,0
45,1985,,.46443551,.64368384,.7617239994968514,.62363,0
45,1986,,.49999324,.6766283199999999,.7895297251851026,.65524,0
45,1987,,.54177819,.6960781699999999,.8088940468781413,.67156,0
45,1988,,.5634787,.70746427,.8283280733226913,.69313,0
45,1989,,.58610566,.7361850599999999,.8498207447508541,.71599,0
45,1990,,.61793448,.7637578899999999,.8586975808085746,.73511,0
45,1991,,.6466635100000001,.77106617,.8821211351241308,.754,0
45,1992,,.6692981299999999,.78558229,.8771932681420896,.769,0
45,1993,,.68821984,.8080787100000001,.8696007063531881,.78161,0
45,1994,,.70991853,.8394758,.8679314860560655,.78893,0
45,1995,.6323248409548887,.7308383899999999,.85662145,.8673846057345996,.79798,0
45,1996,.6409699999999999,.7530436,.9005463500000001,.8731732364327884,.80889,0
45,1997,.6531699999999999,.77131401,.9481972000000001,.8694265941298686,.81602,0
45,1998,.67291,.79298133,.97868539,.8661622825628201,.82379,0
45,1999,.68402,.81107059,1.01709929,.8673886454625638,.8256,0
45,2000,.69279,.81625499,1.01523991,.8940202939151136,.83834,0
45,2001,.69765,.80090912,.9601905399999999,.9037644157871479,.85512,0
45,2002,.72553,.82556156,.9772347299999999,.910662003840373,.87283,0
45,2003,.77842,.85755497,.97329615,.9082883909713766,.88918,0
45,2004,.82013,.883113,.97361237,.9174186755616884,.90381,0
45,2005,.84533,.90778092,.99742334,.9359927419758036,.92134,0
45,2006,.8660899999999999,.92601779,1.01185592,.9617287901985674,.94126,0
45,2007,.90637,.94200882,.99376973,.9772530754463074,.96539,0
45,2008,.95521,.97522237,1.00450669,.9907554992518763,.98836,0
45,2009,.97028,.98067181,.99468922,.9949341121793988,.98931,0
45,2010,1,1,1,1,1,0
45,2011,.98027,1.00220855,1.02935593,1.017739101505978,1.00943,0
45,2012,1.00366,1.01692732,1.03321036,1.028603410557745,1.02112,0
45,2013,.96787,.99167777,1.02318032,1.032626183369822,1.02905,0
45,2014,1.00527,1.01342591,1.02245086,1.031410048928839,1.03498,0
45,2015,1.01198567369716,1.00915040182987,1.01737932410469,1.030898669860722,1.04687,0
45,2016,1.017273429266516,1.014423342738311,1.022695262192557,1.036285248272532,1.052340030670166,1
45,2017,1.022580435968401,1.019715480843542,1.028030554017052,1.041691437601208,1.057829976081848,1
45,2018,1.03231484582505,1.029422617884846,1.037816846034739,1.051607773804305,1.067899942398071,1
45,2019,1.045932510015622,1.043002129578617,1.051507089236971,1.065479938465869,1.081987023353577,1
46,1952,,,,,,1
46,1953,,,,,,1
46,1954,,,,,,1
46,1955,,,,,,1
46,1956,,,,,,1
46,1957,,,,,,1
46,1958,,,,,,1
46,1959,,,,,,1
46,1960,,,,,,1
46,1961,,,,,,1
46,1962,,,,,,1
46,1963,,,,,,1
46,1964,,,,,,1
46,1965,,,,,,1
46,1966,,,,,,1
46,1967,,,,,,1
46,1968,,,,,,1
46,1969,,,,,,1
46,1970,,,,,.15977,0
46,1971,,,,,.1692,0
46,1972,,,,,.18071,0
46,1973,,,,,.19492,0
46,1974,,,,,.21796,0
46,1975,,,0,,.24795,0
46,1976,,,0,,.27463,0
46,1977,,,0,,.29875,0
46,1978,,.4070387791032012,.33692015,.3951031196971334,.32648,0
46,1979,,.44904177,.3781815,.4358744505676199,.36017,0
46,1980,,.52418057,.44550045,.4960620120947767,.40227,0
46,1981,,.61225069,.52327016,.5597495450163303,.44932,0
46,1982,,.70051869,.59778033,.6326733277225651,.50367,0
46,1983,,.7719437499999999,.65529248,.6865399134403484,.5523,0
46,1984,,.8441623699999999,.7249575500000001,.7293136586108311,.59137,0
46,1985,,.8802841100000001,.7634864100000001,.7617239994968514,.62363,0
46,1986,,.85379138,.74239649,.7895297251851026,.65524,0
46,1987,,.8540222199999999,.74569483,.8088940468781413,.67156,0
46,1988,,.86408766,.7552267100000001,.8283280733226913,.69313,0
46,1989,,.89095499,.7864258200000001,.8498207447508541,.71599,0
46,1990,,.8786891099999999,.78411339,.8586975808085746,.73511,0
46,1991,,.89271344,.7958937699999999,.8821211351241308,.754,0
46,1992,,.87254767,.78255968,.8771932681420896,.769,0
46,1993,,.8662597200000001,.78115938,.8696007063531881,.78161,0
46,1994,,.8647526999999999,.7939889499999999,.8679314860560655,.78893,0
46,1995,.8614719368517352,.85361098,.7860652,.8673846057345996,.79798,0
46,1996,.8732500000000001,.85113177,.79958825,.8731732364327884,.80889,0
46,1997,.8588,.83837512,.80101041,.8694265941298686,.81602,0
46,1998,.8489100000000001,.82491453,.7931715800000001,.8661622825628201,.82379,0
46,1999,.81742,.80280475,.7885612399999999,.8673886454625638,.8256,0
46,2000,.80809,.80756141,.8089847899999999,.8940202939151136,.83834,0
46,2001,.86012,.84087097,.8235245999999999,.9037644157871479,.85512,0
46,2002,.8535299999999999,.85033629,.8485572100000001,.910662003840373,.87283,0
46,2003,.8970699999999999,.87849899,.86174213,.9082883909713766,.88918,0
46,2004,.8967000000000001,.89060639,.8846510000000001,.9174186755616884,.90381,0
46,2005,.89125,.89975673,.90610998,.9359927419758036,.92134,0
46,2006,.87491,.90328098,.92662007,.9617287901985674,.94126,0
46,2007,.86726,.9227678500000001,.9701375899999999,.9772530754463074,.96539,0
46,2008,.89412,.9536339700000001,1.0046333,.9907554992518763,.98836,0
46,2009,.92915,.96283732,.9894128999999999,.9949341121793988,.98931,0
46,2010,1,1,1,1,1,0
46,2011,1.0474,1.02922626,1.01498397,1.017739101505978,1.00943,0
46,2012,1.03803,1.03354758,1.02985496,1.028603410557745,1.02112,0
46,2013,1.04955,1.0439063,1.03936025,1.032626183369822,1.02905,0
46,2014,1.02614,1.03145714,1.03484939,1.031410048928839,1.03498,0
46,2015,1.03299509505665,1.02710556048571,1.02971635521765,1.030898669860722,1.04687,0
46,2016,1.038392627560295,1.032472319412181,1.035096755883074,1.036285248272532,1.052340030670166,1
46,2017,1.04380981086137,1.037858617098715,1.040496744974041,1.041691437601208,1.057829976081848,1
46,2018,1.053746312826317,1.047738466934222,1.050401708352785,1.051607773804305,1.067899942398071,1
46,2019,1.06764668778281,1.061559590073114,1.064257963338752,1.065479938465869,1.081987023353577,1
47,1952,,,,,,1
47,1953,,,,,,1
47,1954,,,,,,1
47,1955,,,,,,1
47,1956,,,,,,1
47,1957,,,,,,1
47,1958,,,,,,1
47,1959,,,,,,1
47,1960,,,,,,1
47,1961,,,,,,1
47,1962,,,,,,1
47,1963,,,,,,1
47,1964,,,,,,1
47,1965,,,,,,1
47,1966,,,,,,1
47,1967,,,,,,1
47,1968,,,,,,1
47,1969,,,,,,1
47,1970,,,,,.15977,0
47,1971,,,,,.1692,0
47,1972,,,,,.18071,0
47,1973,,,,,.19492,0
47,1974,,,,,.21796,0
47,1975,,,0,,.24795,0
47,1976,,,0,,.27463,0
47,1977,,,0,,.29875,0
47,1978,,.4562745682716495,.56666752,.3951031196971334,.32648,0
47,1979,,.50335828,.59224325,.4358744505676199,.36017,0
47,1980,,.53535203,.6262837,.4960620120947767,.40227,0
47,1981,,.5697522699999999,.6585514299999999,.5597495450163303,.44932,0
47,1982,,.60095759,.6789868699999999,.6326733277225651,.50367,0
47,1983,,.6360907099999999,.69652563,.6865399134403484,.5523,0
47,1984,,.6638727299999999,.7238879300000001,.7293136586108311,.59137,0
47,1985,,.6867959299999999,.7435749300000001,.7617239994968514,.62363,0
47,1986,,.71567786,.75616034,.7895297251851026,.65524,0
47,1987,,.7324785500000001,.7616816900000001,.8088940468781413,.67156,0
47,1988,,.7509619399999999,.76281185,.8283280733226913,.69313,0
47,1989,,.77218908,.7775097,.8498207447508541,.71599,0
47,1990,,.8026703000000001,.8015762599999999,.8586975808085746,.73511,0
47,1991,,.8190462599999999,.79820989,.8821211351241308,.754,0
47,1992,,.8284632399999999,.7952162800000001,.8771932681420896,.769,0
47,1993,,.8414189799999999,.7959353400000001,.8696007063531881,.78161,0
47,1994,,.8480889,.80706557,.8679314860560655,.78893,0
47,1995,.934454122810271,.86291856,.8060293900000001,.8673846057345996,.79798,0
47,1996,.94723,.87646427,.8248533600000001,.8731732364327884,.80889,0
47,1997,.93841,.88938774,.84345123,.8694265941298686,.81602,0
47,1998,.93513,.90052077,.85750856,.8661622825628201,.82379,0
47,1999,.9232899999999999,.9096085600000001,.8814967500000001,.8673886454625638,.8256,0
47,2000,.94253,.92553863,.88959093,.8940202939151136,.83834,0
47,2001,.95745,.9553978999999999,.9429528399999999,.9037644157871479,.85512,0
47,2002,.9818600000000001,1.00197266,1.02650602,.910662003840373,.87283,0
47,2003,1.00996,1.0212275,1.03112906,.9082883909713766,.88918,0
47,2004,1.01698,1.03253673,1.04929017,.9174186755616884,.90381,0
47,2005,1.02443,1.03363536,1.0407208,.9359927419758036,.92134,0
47,2006,1.04441,1.03470244,1.01506563,.9617287901985674,.94126,0
47,2007,1.05969,1.02736318,.9765119900000001,.9772530754463074,.96539,0
47,2008,1.09063,1.05492421,.9992643700000001,.9907554992518763,.98836,0
47,2009,1.12249,1.06887483,.98941508,.9949341121793988,.98931,0
47,2010,1,1,1,1,1,0
47,2011,.9454699999999999,.9728286300000001,1.01594568,1.017739101505978,1.00943,0
47,2012,.9739100000000001,.99595254,1.03086965,1.028603410557745,1.02112,0
47,2013,.95621,.98472978,1.02991466,1.032626183369822,1.02905,0
47,2014,.9421299999999999,.97507351,1.02725579,1.031410048928839,1.03498,0
47,2015,.9484238689708281,.9709598054683249,1.02216042080773,1.030898669860722,1.04687,0
47,2016,.9533795059186707,.976033195588789,1.027501340742056,1.036285248272532,1.052340030670166,1
47,2017,.958353184854724,.9811250564014578,1.032861705364422,1.041691437601208,1.057829976081848,1
47,2018,.9674761861959014,.9904648335805466,1.042693987316633,1.051607773804305,1.067899942398071,1
47,2019,.980238538562791,1.003530438081749,1.056448566774858,1.065479938465869,1.081987023353577,1
49-52,1952,,,,,,1
49-52,1953,,,,,,1
49-52,1954,,,,,,1
49-52,1955,,,,,,1
49-52,1956,,,,,,1
49-52,1957,,,,,,1
49-52,1958,,,,,,1
49-52,1959,,,,,,1
49-52,1960,,,,,,1
49-52,1961,,,,,,1
49-52,1962,,,,,,1
49-52,1963,,,,,,1
49-52,1964,,,,,,1
49-52,1965,,,,,,1
49-52,1966,,,,,,1
49-52,1967,,,,,,1
49-52,1968,,,,,,1
49-52,1969,,,,,,1
49-52,1970,,,,,.15977,0
49-52,1971,,,,,.1692,0
49-52,1972,,,,,.18071,0
49-52,1973,,,,,.19492,0
49-52,1974,,,,,.21796,0
49-52,1975,.4526895459345301,.2905700887539599,.1852884494192186,,.24795,0
49-52,1976,.5014,.32183611,.20522592,,.27463,0
49-52,1977,.53813,.34680536,.22198949,,.29875,0
49-52,1978,.58409,.3786225,.24370499,.3951031196971334,.32648,0
49-52,1979,.63592,.4110651,.26384175,.4358744505676199,.36017,0
49-52,1980,.6899500000000001,.45610841,.29922988,.4960620120947767,.40227,0
49-52,1981,.75643,.5098184,.34065004,.5597495450163303,.44932,0
49-52,1982,.81411,.5673718600000001,.39084048,.6326733277225651,.50367,0
49-52,1983,.86529,.6056797900000001,.41888521,.6865399134403484,.5523,0
49-52,1984,.922,.64751554,.44921991,.7293136586108311,.59137,0
49-52,1985,.95092,.6895051800000001,.49322577,.7617239994968514,.62363,0
49-52,1986,.9722499999999999,.7006163700000001,.49803267,.7895297251851026,.65524,0
49-52,1987,.95196,.69047042,.49422016,.8088940468781413,.67156,0
49-52,1988,.94842,.6890129500000001,.49406353,.8283280733226913,.69313,0
49-52,1989,.95363,.6987370199999999,.5058928499999999,.8498207447508541,.71599,0
49-52,1990,.9522799999999999,.70086593,.5099595699999999,.8586975808085746,.73511,0
49-52,1991,.95312,.7226763300000001,.54326746,.8821211351241308,.754,0
49-52,1992,.95499,.72371132,.5437075099999999,.8771932681420896,.769,0
49-52,1993,.9393300000000001,.7319918,.5673385799999999,.8696007063531881,.78161,0
49-52,1994,.9158700000000001,.73717462,.59272877,.8679314860560655,.78893,0
49-52,1995,.8813599999999999,.7438860300000001,.6282632499999999,.8673846057345996,.79798,0
49-52,1996,.8497,.74499259,.6541875,.8731732364327884,.80889,0
49-52,1997,.82979,.7621551,.6999576399999999,.8694265941298686,.81602,0
49-52,1998,.8186,.77063315,.7254244400000001,.8661622825628201,.82379,0
49-52,1999,.8112900000000001,.7890388,.76616083,.8673886454625638,.8256,0
49-52,2000,.8120999999999999,.81642143,.8155466,.8940202939151136,.83834,0
49-52,2001,.8601000000000001,.83557055,.81142756,.9037644157871479,.85512,0
49-52,2002,.8877700000000001,.84958709,.81438345,.910662003840373,.87283,0
49-52,2003,.90684,.8624417699999999,.82218569,.9082883909713766,.88918,0
49-52,2004,.9194599999999999,.87622828,.8368795299999999,.9174186755616884,.90381,0
49-52,2005,.9222199999999999,.8944224,.8680375499999999,.9359927419758036,.92134,0
49-52,2006,.91964,.91275685,.90395245,.9617287901985674,.94126,0
49-52,2007,.9536199999999999,.9394848299999999,.9245074700000001,.9772530754463074,.96539,0
49-52,2008,.99601,.97730164,.95831687,.9907554992518763,.98836,0
49-52,2009,1.02351,.9853910100000001,.9490036399999999,.9949341121793988,.98931,0
49-52,2010,1,1,1,1,1,0
49-52,2011,.97392,1.01523641,1.05480694,1.017739101505978,1.00943,0
49-52,2012,.98039,1.0389004,1.09550895,1.028603410557745,1.02112,0
49-52,2013,1.00473,1.05258216,1.09902815,1.032626183369822,1.02905,0
49-52,2014,1.01575,1.05341439,1.09026912,1.031410048928839,1.03498,0
49-52,2015,1.03893,1.05277237,1.06668345,1.030898669860722,1.04687,0
49-52,2016,1.044358543146862,1.058273241314111,1.072257008499965,1.036285248272532,1.052340030670166,1
49-52,2017,1.049806849991608,1.063794139651275,1.077850858655232,1.041691437601208,1.057829976081848,1
49-52,2018,1.059800440508972,1.073920881562449,1.08811141288983,1.051607773804305,1.067899942398071,1
49-52,2019,1.073780677804055,1.088087387053971,1.102465111165688,1.065479938465869,1.081987023353577,1
53,1952,,,,,,1
53,1953,,,,,,1
53,1954,,,,,,1
53,1955,,,,,,1
53,1956,,,,,,1
53,1957,,,,,,1
53,1958,,,,,,1
53,1959,,,,,,1
53,1960,,,,,,1
53,1961,,,,,,1
53,1962,,,,,,1
53,1963,,,,,,1
53,1964,,,,,,1
53,1965,,,,,,1
53,1966,,,,,,1
53,1967,,,,,,1
53,1968,,,,,,1
53,1969,,,,,,1
53,1970,,,,,.15977,0
53,1971,,,,,.1692,0
53,1972,,,,,.18071,0
53,1973,,,,,.19492,0
53,1974,,,,,.21796,0
53,1975,,,,,.24795,0
53,1976,,,,,.27463,0
53,1977,,,,,.29875,0
53,1978,,,,.3951031196971334,.32648,0
53,1979,,,,.4358744505676199,.36017,0
53,1980,,,,.4960620120947767,.40227,0
53,1981,,,,.5597495450163303,.44932,0
53,1982,,,,.6326733277225651,.50367,0
53,1983,,,,.6865399134403484,.5523,0
53,1984,,,,.7293136586108311,.59137,0
53,1985,,,,.7617239994968514,.62363,0
53,1986,,,,.7895297251851026,.65524,0
53,1987,,,,.8088940468781413,.67156,0
53,1988,,,,.8283280733226913,.69313,0
53,1989,,,,.8498207447508541,.71599,0
53,1990,,,,.8586975808085746,.73511,0
53,1991,,,,.8821211351241308,.754,0
53,1992,,.4330956720871023,.0283134778725963,.8771932681420896,.769,0
53,1993,,.44019754,.02877776,.8696007063531881,.78161,0
53,1994,,.54235544,.064208,.8679314860560655,.78893,0
53,1995,.7301868691663885,.6484834899999999,.1522238,.8673846057345996,.79798,0
53,1996,.74017,.7747972799999999,.33033239,.8731732364327884,.80889,0
53,1997,.79927,.8282798499999999,.54132066,.8694265941298686,.81602,0
53,1998,.81121,.83843024,.69723607,.8661622825628201,.82379,0
53,1999,.8344400000000001,.79754884,.72018439,.8673886454625638,.8256,0
53,2000,.8258199999999999,.8049267,.75706379,.8940202939151136,.83834,0
53,2001,.82162,.81217396,.7904566199999999,.9037644157871479,.85512,0
53,2002,.8274899999999999,.8256663799999999,.8213304100000001,.910662003840373,.87283,0
53,2003,.8759,.86983583,.85600314,.9082883909713766,.88918,0
53,2004,.91232,.8979758699999999,.8649015400000001,.9174186755616884,.90381,0
53,2005,.91106,.92642475,.96047042,.9359927419758036,.92134,0
53,2006,.93246,.9476737,.98147323,.9617287901985674,.94126,0
53,2007,.9625,.96949181,.98440673,.9772530754463074,.96539,0
53,2008,.97867,.9884166999999999,1.00990893,.9907554992518763,.98836,0
53,2009,.97532,.98415876,1.00332623,.9949341121793988,.98931,0
53,2010,1,1,1,1,1,0
53,2011,1.03029,1.02600034,1.0174757,1.017739101505978,1.00943,0
53,2012,1.04203,1.03789216,1.02961082,1.028603410557745,1.02112,0
53,2013,1.08781,1.07020588,1.03856847,1.032626183369822,1.02905,0
53,2014,1.1495,1.10653094,1.03101965,1.031410048928839,1.03498,0
53,2015,1.17573225203052,1.10585654728158,1.00871571716146,1.030898669860722,1.04687,0
53,2016,1.181875604575259,1.111634790263454,1.013986386786487,1.036285248272532,1.052340030670166,1
53,2017,1.188041323224567,1.117434070095455,1.019276245339241,1.041691437601208,1.057829976081848,1
53,2018,1.199350830780276,1.128071434984792,1.028979201097321,1.051607773804305,1.067899942398071,1
53,2019,1.215171931219062,1.142952261359348,1.042552863508837,1.065479938465869,1.081987023353577,1
58-60,1952,,,,,,1
58-60,1953,,,,,,1
58-60,1954,,,,,,1
58-60,1955,,,,,,1
58-60,1956,,,,,,1
58-60,1957,,,,,,1
58-60,1958,,,,,,1
58-60,1959,,,,,,1
58-60,1960,,,,,,1
58-60,1961,,,,,,1
58-60,1962,,,,,,1
58-60,1963,,,,,,1
58-60,1964,,,,,,1
58-60,1965,,,,,,1
58-60,1966,,,,,,1
58-60,1967,,,,,,1
58-60,1968,,,,,,1
58-60,1969,,,,,,1
58-60,1970,,,,,.15977,0
58-60,1971,,,,,.1692,0
58-60,1972,,,,,.18071,0
58-60,1973,,,,,.19492,0
58-60,1974,,,,,.21796,0
58-60,1975,.2363754487856388,.278452788595565,.3143870301478353,,.24795,0
58-60,1976,.26181,.30841496,.34821581,,.27463,0
58-60,1977,.2843,.33321599,.37453763,,.29875,0
58-60,1978,.31041,.3623516,.40593207,.3951031196971334,.32648,0
58-60,1979,.348,.39775542,.43807248,.4358744505676199,.36017,0
58-60,1980,.38354,.44143101,.48889773,.4960620120947767,.40227,0
58-60,1981,.43311,.4948026,.5448187800000001,.5597495450163303,.44932,0
58-60,1982,.48317,.5526057999999999,.60899096,.6326733277225651,.50367,0
58-60,1983,.53161,.59232478,.6402736899999999,.6865399134403484,.5523,0
58-60,1984,.56771,.63523533,.6888060699999999,.7293136586108311,.59137,0
58-60,1985,.59617,.67119699,.73104488,.7617239994968514,.62363,0
58-60,1986,.65621,.7053161,.74253523,.7895297251851026,.65524,0
58-60,1987,.69923,.7330520300000001,.75705338,.8088940468781413,.67156,0
58-60,1988,.7232500000000001,.75200608,.771544,.8283280733226913,.69313,0
58-60,1989,.73697,.7759348500000001,.8039417400000001,.8498207447508541,.71599,0
58-60,1990,.7679,.7943435200000001,.81194665,.8586975808085746,.73511,0
58-60,1991,.80822,.8192203299999999,.82409762,.8821211351241308,.754,0
58-60,1992,.84907,.8499808,.84667352,.8771932681420896,.769,0
58-60,1993,.8779699999999999,.86854984,.85666579,.8696007063531881,.78161,0
58-60,1994,.87741,.87932111,.87674301,.8679314860560655,.78893,0
58-60,1995,.87979,.89522295,.9040451,.8673846057345996,.79798,0
58-60,1996,.9028499999999999,.9052275000000001,.90319915,.8731732364327884,.80889,0
58-60,1997,.9150499999999999,.90451392,.8919512500000001,.8694265941298686,.81602,0
58-60,1998,.93746,.90417768,.8732185699999999,.8661622825628201,.82379,0
58-60,1999,.93741,.90715276,.8785923,.8673886454625638,.8256,0
